song_number,code,lyrics
1,7008,"Jungle time for me and you
You knew we were gonna have a cat fight sometime soon
Get your claws out and get ready to lose
Get your claws out, yeah
From the word go you knew I was a bitch
From the word go, I was playing my magic tricks on you
Get your mother out of my face, yeah you know I think she's a dickhead
Get your mother out of my face, yeah you know I think she's a dickhead
Jungle, jungle, jungle
Jungle time for me and you
Jungle, jungle, jungle
Get ready to rumble, get ready to lose
Jungle, jungle, jungle
Jungle time for me and you
Jungle, jungle, jungle
Get ready to rumble get ready to lose
You think you're such a special one, don't you, darling?
Because of your big blue eyes and [?] Prince Charming
Stop making excuses for that big mistake you make
'Cause you've always been like this and it's never gonna change
You don't have a pretty face and you don't have a brain
You say you're originality, but you're most of the same
But when I see you dancing now, I just wanna punch you in the face
'Cause you're feet illiterate and your body don't pull no shapes
You might also like
Fancy

Cupid (Twin Version)
FIFTY FIFTY (피프티피프티)
Peaches
Jack Black
Jungle, jungle, jungle
Jungle time for me and you
Jungle, jungle, jungle
Get ready to rumble, get ready to lose
Jungle, jungle, jungle
Jungle time for me and you
Jungle, jungle, jungle
Get ready to rumble, get ready to lose
Get ready to rumble, get ready to lose
Get ready to rumble, get ready to lose
Get ready to rumble, get ready to lose"
2,9934,"Who do you want to be?
Who do you want to be?
I know! I know! I know! I know!
I wanna be Darth Vader
I know! I know! I know!
I wanna be Darth Vader
–be Darth Vader
I wanna be Darth Vader
I wanna be Darth Vader
I wanna be…
Star Wars!
Star Wars!
I wanna be Darth Vader
I wanna be Darth Vader
Who do you want to be?"
3,6425,"I’m fucking fearless
I’ll throw some acid in your face
I’m fucking fearless
So just get out of this place
I’m fucking fearless
I’ll throw some acid in your face
I’m fucking fearless
So just get out of this place
Started in year nine, began my life of crime
Brought ganja into school, want me take off on a fool
And when I pull out my knife, make sure I make you tight
Your back’s against the wall and you’re shaking like a fly
Standing their alone like a motherfucking pussy, yo
Bear down blood, your expression was
Flashing like a light-bulb, ping-ping-ping!
Face coverеd in mold, smacked down apple
The story unfolds, yеah, fearless
I’m fucking fearless
I’ll throw some acid in your face
I’m fucking fearless
So just get out of this place
I’m fucking fearless
I’ll throw some acid in your face
I’m fucking fearless
So just get out of this place
You might also like
Fancy

Cupid (Twin Version)
FIFTY FIFTY (피프티피프티)
Peaches
Jack Black
What you trying to say, love?
What you trying to do?
Better watch your back cause I’m coming for you
Boo-hoo, yeah, you’re gonna cry, hope you die
Get some pie in your eyes, why-why my oh my
Uh, fearless, I don’t know
That’s the way it is man
(I’m a gangster)
I’m fucking fearless
I’ll throw some acid in your face
I’m fucking fearless
So just get out of this place
I’m fucking fearless
I’ll throw some acid in your face
I’m fucking fearless
So just get out of this place
What happened that night, you wanna tell me?
Ah, mate, I was just taking it in
And he’s standing there
And everybody was like
Ah, mate! Ah, hit him, hit him!
Ah, yeah, stab him!
So, you know, I’m standing there
I’m a gangsta, I’m not proud of it, but I’m fearless
I stabbed him, I stabbed him, I had to do it
He’s alright, though!
But you, you know what I am
I’m fearless
I’m fucking fearless
I’m fucking fearless
I’m fucking fearless"
4,6632,"You call me up at six, come 'round, undressing in my house again
Your t-shirt's on the floor, yeah we're undressing in my house again
You know just what I like
You call me up at six, come 'round, undressing in my house again
Your t-shirt's on the floor, yeah we're undressing in my house again
You know just what I like
Used to come around, you'd be knockin' on my front door
Playing board-games, horror films with the super gore
Thought that you were cute from the start, yeah I'm pretty sure
You were like the medicine, the medicine I wanted more
All along I wanted someone to ride with
Found the guy I want the rest of my life with
We on some husband and wife shit
I don't really care, 'cause I know that I like it
And when the clouds part open
When the last word is spoken
When the last heart's been broken
We'll be sitting on your bedroom floor still smoking
And when the clouds part open
When the last word is spoken
When the last heart's been broken
We'll be sitting on your bedroom floor still smoking
Smoking, smoking
You might also like
Fancy

Cupid (Twin Version)
FIFTY FIFTY (피프티피프티)
Peaches
Jack Black
You call me up at six, come 'round, undressing in my house again
Your t-shirt's on the floor, yeah we're undressing in my house again
You know just what I like
You call me up at six, come 'round, undressing in my house again
Your t-shirt's on the floor, yeah we're undressing in my house again
You know just what I like
Oh now I got a plan, I hope you gonna be my man
I can see us cushy in the house right by the ocean sand
And when I wanna cry, I hope you gonna hold my hand
And when the shit goes down, I hope you're gonna make a stand
This shit is super wild, this shit is super cool
This shit is kinda gangsta, I think I'm into you
This shit is super wild, this shit is super cool
This shit is kinda gangsta, I think I'm into you
You call me up at six, come 'round, undressing in my house again
Your t-shirt's on the floor, yeah we're undressing in my house again
You know just what I like
You call me up at six, come 'round, undressing in my house again
Your t-shirt's on the floor, yeah we're undressing in my house again
You know just what I like"
5,6183,"Don't you know what you do, when you do it well?
Don't you know what you do, when you do it well? Yeah
You make me move my feet like a stereotype
I got my hands in the air and my eyes open wide
You make my mind move fast but my brain move slow
Yeah, I'm vicious and delicious but they just can't let me go
You got me under your spell, but I know I can break it
'Cause I'll take it and control it and then I'll just x-ray it
But I've got your world in my telephone book
And I'll admit you get me going when you do it that good
Don't you know what you do, when you do it well?
Don't you know what you do, when you do it well? Yeah
Don't you know what you do, when you do it well?
Don't you know what you do, when you do it well? Yeah
You got me thinking like a number, not like an individual
I'm like all them other girls with my back against the wall
Got me sipping a Smirnoff and taking off my shoes
You got me playing these games but I'm never gonna lose
'Cause your logic's all fucked up like your head
But I'll enjoy, destroy it, then I'll put this thing to bed
But I got to admit, you got me going pretty good
I'm like a puppet and I'm dancing like you knew that I would
You might also like
Fancy

Cupid (Twin Version)
FIFTY FIFTY (피프티피프티)
Peaches
Jack Black
Don't you know what you do, when you do it well?
Don't you know what you do, when you do it well? Yeah
Don't you know what you do, when you do it well?
Don't you know what you do, when you do it well? Yeah
You make the stars in the sky seem trippy
You make the sketty girls at the bar seem pretty
You make all the clockwork tick like magic
You make me wanna see you get down and get graphic
You make the stars in the sky seem trippy
You make the sketty girls at the bar seem pretty
You make all the clockwork tick like magic
You make me wanna see you get down and get graphic
Don't you know what you do, when you do it well?
Don't you know what you do, when you do it well? Yeah
Don't you know what you do, when you do it well?
Don't you know what you do, when you do it well? Yeah
Do it well
Yeah
Do it well"
6,3202,"First you see my face in your magazine
You wanna rip it out, you wanna dream my dream
You wanna wear my clothes, you wanna feel my touch
You wanna take a ride, yeah, I'm a fashion slut
Because you can feel the heat when you touch the page
You wanna take a bite, you wanna play my games
But I don't play the game, the games that you play
Because I'm a lioness, you wanna hear my roar
But you took your shit before you go and score
You're not on my wavelength, although you'd like to be
I wish you'd go away, I wish that you could see
That you're not my type, you'll never get it right
You're not idealistic, you're just too uptight
You think your head's a mess but it's all pretend
Yeah, it's all pretend, yeah, it's all!
You think you're too cool but you're not
You think you're right but you're so wrong
You're pixilated, you're I found you in the black taxi
Watching your life on the TV screen
I know that's who you want to be, but you can't
Because that is me
You tried to steal my life, you took the lock and key
But after all that pain I know just who you've been
So stop your back-chat, screaming like a rich brat
Take off that gold and give me my reflection back
Because I can hear your voice imitating mine
And I can see your shoes, that they're across the line
Yeah, Imma wipe that smile right off your face
I don't want your tears because you're not You might also like
Fancy

Cupid (Twin Version)
FIFTY FIFTY (피프티피프티)
Peaches
Jack Black
You think you're too cool but you're not
You think you're right but you're so wrong
You're pixilated, you I found you in the black taxi
Watching your life on the TV screen
I know that's who you want to be, but you can't
Because that is me
You're a gameplayer, a fame-chaser
But that's what everyone is these days
Strumming acoustic guitar in the haze
Expressing yourself in different ways
But be careful, you'll get caught
(x2)
You think you're too cool but you're not
You think you're right but you'¢re so wrong
You're pixilated, you're I found you in the black taxi
Watching your life on the TV screen
I know that's who you want to be, but you can't
Because that's me"
7,4351,"Let's take a picture
Let's take a picture of your mind
Let's take a picture
And let's see what we can find
We'll make you scream out loud
With our boxes of imagination
We'll make you bleed right now
As you stare at your transparent reflection
We'll make you mad
(With a flash and a click, and you're all mine, yeah, you're all mine)
We’ll make you mad
(With the lights in your eyes, yeah, you're all mine, yeah, you're all mine)
We'll make you mad
(With a flash and a click, and you're all mine, yeah, you're all mine)
We’ll make you mad
(With the lights in your eyes, yeah, you're all mine, yeah, you're all mine)
Photography
(This is what you want now)
Photography
(Just smile at the camera)
Photography
(This is what you asked for)
Photography
(You know we'd never lie)
You might also like
Fancy

Cupid (Twin Version)
FIFTY FIFTY (피프티피프티)
Peaches
Jack Black
Oh, let's reload
We need to take more of your memories
Quick, let's reload
Because we don't want you to escape
We will control you right now
With our undiscovered subliminal messaging
We will dispose of you when we want
Once we've stolen your integrity
You're going mad
(With a flash and a click, and you're all mine, yeah, you're all mine)
You're going mad
(With the lights in your eyes, yeah, you're all mine, yeah, you're all mine)
You're going mad
(With a flash and a click, and you're all mine, yeah, you're all mine)
You're going mad
(With the lights in your eyes, yeah, you're all mine, yeah, you're all mine)
Photography
(This is what you want now)
Photography
(Just smile at the camera)
Photography
(This is what you asked for)
Photography
(You know we'd never lie)
Photography
(This is what you want now)
Photography
(Just smile at the camera)
Photography
(This is what you asked for)
Photography
(You know we'd never lie)
Photography
(This is what you want now)
Photography
(Just smile at the camera)
Photography
(This is what you asked for)
Photography
(You know we'd never lie)
Photography
(This is what you want now)
Photography
(Just smile at the camera)
Photography
(This is what you asked for)
Photography
(You know we'd never lie)"
8,4772,"Jamaica!
Smoke the herbal, mon!
Rasta, rastafaria!
1-2-3, go!
When I am older I am going to live in a beach hut in Hawaii
When I am older I am going to live in a beach hut in Hawaii
When I am older I am going to live in a beach hut in Hawaii
When I am older I am going to live in a beach hut in Hawaii
Gonna live beneath the palm trees
Gonna surf every day, mon, easy
Gonna live in the bare palm trees, mon
Turn around and start it again
Gonna live beneath the palm trees
Gonna surf every day, mon, easy
Gonna live in the bare palm trees, mon
Turn around and start it again
When I am older I am going to live in a bеach hut in Hawaii
When I am older I am going to live in a bеach hut in Hawaii
When I am older I am going to live in a beach hut in Hawaii
When I am older I am going to live in a beach hut in Hawaii
Gonna sit there on the sand
You might also like
Fancy

Cupid (Twin Version)
FIFTY FIFTY (피프티피프티)
Peaches
Jack Black
Hold your hand in my hand
'Cause we’re gonna start a band
And it's gonna be grand
Aye, he can
Gonna take off, not land
Bring your friend called Mandy
When I am older I am going to live in a beach hut in Hawaii
When I am older I am going to live in a beach hut in Hawaii
When I am older I am going to live in a beach hut in Hawaii
When I am older I am going to live in a beach hut in Hawaii
Save the rhino, save-save the rhino
Save the rhino, save-save the rhino
Save the rhino, save-save the rhino
Save the rhino, save-save the rhino
SAVE THE RHINO, SAVE-SAVE THE RHINO!
When I am older I am going to live in a beach hut in Hawaii
When I am older I am going to live in a beach hut in Hawaii
When I am older I am going to live in a beach hut in Hawaii
When I am older I am going to live in a beach hut in Hawaii
Yeah, Hawaii, man
Save the rhino
Check it out, save the rhino
One more time, ah break it down
That's it"
9,1950,"You are an art bitch
But I like it
Yeah, I like it
You use your camera as an eye
Taking photographs of everything you see
Making the pain look better
You wear glitter on your face, look like a mess
Back-combed hair all over the place
Out in the fields drinking JD and Coke from plastic bottles
And I admire your individuality
MySpace, PhotoShop
Interesting captions that captivate me every time
You are an art bitch at heart
But it's wonderful, so beautiful, so amazingly lovely
And I love the way you hate love
It's so refreshingly nice to see it in your eyes
That you mean exactly what you say
You are an art bitch
With your plastic bees and your floral pattern dresses
You use your needle and a string to sew up your dreams
Of going to France or New York, or wherever it is
You're gonna get there one day
You hate big-brand fashion, think it's shit
Like charity better, it's much more purer and original
Like your handwriting, which is backwards
And I admire your individuality
Strange kinda dancing like a rock-n-roll Najinksy
Bossa nova be pop like, like 10 years ago
You might also like
Fancy

Cupid (Twin Version)
FIFTY FIFTY (피프티피프티)
Peaches
Jack Black
You are an art bitch at heart
But it's wonderful, so beautiful, so amazingly lovely
And I love the way you hate love
It's so refreshingly nice to see it in your eyes
That you mean exactly what you say
They love you in your photographs
They love you in your photographs
They love you in your photographs
They love you in your photographs
They love you in your photographs
They love you in your photographs
They love you, they love you in your photographs
You are an art bitch at heart
But it's wonderful, so beautiful, so amazingly lovely
And I love the way you hate love
It's so refreshingly nice to see it in your eyes
That you mean exactly what you say"
10,3889,"Emelline
Emelline? Emelline, haha
Emelline...
Emelline (you are so fine)
Oh, Emelline (please, just be mine)
Oh, Emelline (yeah, we can shine)
Oh, Emelline (oh, Emelline)
Emelline (you are so fine)
Oh, Emelline (please, just be mine)
Oh, Emelline (yeah, we can shine)
Oh, Emelline (oh, Emelline)
Get tipsy, tricksy, Dixie
Burning colors in your brain
Emelline just ruled the world, and it won't be the same
Unknot your lips, embrace the trips
And tend after your tails
Or tie me to the kitchen chair if all else fails
Acoustic treats, sadistic beats
Get your shoes, move your feet
Emelline, you're running out of time to impress
Take off your dress and let them look at the scars
From when you met the stars in the backseat of your car
You might also like
Fancy

Cupid (Twin Version)
FIFTY FIFTY (피프티피프티)
Peaches
Jack Black
Emelline (you are so fine)
Oh, Emelline (please, just be mine)
Oh, Emelline (yeah, we can shine)
Oh, Emelline (oh, Emelline)
Emelline (you are so fine)
Oh, Emelline (please, just be mine)
Oh, Emelline (yeah, we can shine)
Oh, Emelline (oh, Emelline)
I know you lie, Emelline, with your lips
Standing like a dollar glass around your neck
Just cover it up
Put on your spectacles and be a good girl like mommy said
Don't let the pills affect your head
Keep your eyes wide and secretly smile
And everybody will try to connect with you and adapt to you
They'll want to dance with you
They'll have to crawl across the room just to get to you, wow!
Emelline (you are so fine)
Oh, Emelline (please, just be mine)
Oh, Emelline (yeah, we can shine)
Oh, Emelline (oh, Emelline)
Emelline (you are so fine)
Oh, Emelline (please, just be mine)
Oh, Emelline (yeah, we can shine)
Oh, Emelline (oh, Emelline)
Emelline
Emelline, Emelline
Emelline... Emelline (woo!)
You've got your Emelline
I've got an Emelline
You've got your Emelline
I want you, Emelline
Emelline (you are so fine)
Oh, Emelline (please, just be mine)
Oh, Emelline (yeah, we can shine)
Oh, Emelline (oh, Emelline)
Emelline (you are so fine)
Oh, Emelline (please, just be mine)
Oh, Emelline (yeah, we can shine)
Oh, Emelline (oh, Emelline)
Emelline, haha uh"
1,4258,"Emelline
Emelline? Emelline, haha
Emelline...
Emelline (you are so fine)
Oh, Emelline (please, just be mine)
Oh, Emelline (yeah, we can shine)
Oh, Emelline (oh, Emelline)
Emelline (you are so fine)
Oh, Emelline (please, just be mine)
Oh, Emelline (yeah, we can shine)
Oh, Emelline (oh, Emelline)
Get tipsy, tricksy, Dixie
Burning colors in your brain
Emelline just ruled the world, and it won't be the same
Unknot your lips, embrace the trips
And tend after your tails
Or tie me to the kitchen chair if all else fails
Acoustic treats, sadistic beats
Get your shoes, move your feet
Emelline, you're running out of time to impress
Take off your dress and let them look at the scars
From when you met the stars in the backseat of your car
You might also like
Fancy

Cupid (Twin Version)
FIFTY FIFTY (피프티피프티)
Peaches
Jack Black
Emelline (you are so fine)
Oh, Emelline (please, just be mine)
Oh, Emelline (yeah, we can shine)
Oh, Emelline (oh, Emelline)
Emelline (you are so fine)
Oh, Emelline (please, just be mine)
Oh, Emelline (yeah, we can shine)
Oh, Emelline (oh, Emelline)
I know you lie, Emelline, with your lips
Standing like a dollar glass around your neck
Just cover it up
Put on your spectacles and be a good girl like mommy said
Don't let the pills affect your head
Keep your eyes wide and secretly smile
And everybody will try to connect with you and adapt to you
They'll want to dance with you
They'll have to crawl across the room just to get to you, wow!
Emelline (you are so fine)
Oh, Emelline (please, just be mine)
Oh, Emelline (yeah, we can shine)
Oh, Emelline (oh, Emelline)
Emelline (you are so fine)
Oh, Emelline (please, just be mine)
Oh, Emelline (yeah, we can shine)
Oh, Emelline (oh, Emelline)
Emelline
Emelline, Emelline
Emelline... Emelline (woo!)
You've got your Emelline
I've got an Emelline
You've got your Emelline
I want you, Emelline
Emelline (you are so fine)
Oh, Emelline (please, just be mine)
Oh, Emelline (yeah, we can shine)
Oh, Emelline (oh, Emelline)
Emelline (you are so fine)
Oh, Emelline (please, just be mine)
Oh, Emelline (yeah, we can shine)
Oh, Emelline (oh, Emelline)
Emelline, haha uh"
2,0113,"You are an art bitch
But I like it
Yeah, I like it
You use your camera as an eye
Taking photographs of everything you see
Making the pain look better
You wear glitter on your face, look like a mess
Back-combed hair all over the place
Out in the fields drinking JD and Coke from plastic bottles
And I admire your individuality
MySpace, PhotoShop
Interesting captions that captivate me every time
You are an art bitch at heart
But it's wonderful, so beautiful, so amazingly lovely
And I love the way you hate love
It's so refreshingly nice to see it in your eyes
That you mean exactly what you say
You are an art bitch
With your plastic bees and your floral pattern dresses
You use your needle and a string to sew up your dreams
Of going to France or New York, or wherever it is
You're gonna get there one day
You hate big-brand fashion, think it's shit
Like charity better, it's much more purer and original
Like your handwriting, which is backwards
And I admire your individuality
Strange kinda dancing like a rock-n-roll Najinksy
Bossa nova be pop like, like 10 years ago
You might also like
Fancy

Cupid (Twin Version)
FIFTY FIFTY (피프티피프티)
Peaches
Jack Black
You are an art bitch at heart
But it's wonderful, so beautiful, so amazingly lovely
And I love the way you hate love
It's so refreshingly nice to see it in your eyes
That you mean exactly what you say
They love you in your photographs
They love you in your photographs
They love you in your photographs
They love you in your photographs
They love you in your photographs
They love you in your photographs
They love you, they love you in your photographs
You are an art bitch at heart
But it's wonderful, so beautiful, so amazingly lovely
And I love the way you hate love
It's so refreshingly nice to see it in your eyes
That you mean exactly what you say"
3,7789,"Wish you could see me when I’m lying in bed
My eyes are blinded by your stars
My blood is blushing so red
(Oh my God)
I can see you in my head again
Arrows of roses shoot me dead again
Wish you could see me when I’m lying in bed
My eyes are blinded by your stars
My blood is blushing so red
(Oh my God)
I can see you in my head again
Arrows of roses shoot me dead again
(Let my car run out) Let my car run out
(I won't scream or shout) I won't scream or shout
(Let's die together, no one lives forever)
'Cause I feel like I’m in heaven, dancing with an angel
(Let my car run out, I won't scream or shout)
Cars burn out, lost my breath now
(Let's die together, no one lives forever)
'Cause I feel like I am falling through the clouds
(Let my car run out, I won't scream or shout)
Hope we’re on the same wavelength
Hope you don’t think that I’m crazy
(Let's die together, no one lives forever)
Beaches and oceans for my baby
Hurry up, and come and save me
(Let my car run out, I won't scream or shout)
I can’t quite hear what you’re saying
Because my body started shaking
(Let's die together, no one lives forever)
Beaches and oceans, earth is quaking
That’s my heart that you were breaking
You might also like
What I Like

Stay Away

Set Me Free (Feel My Pain)

Wish you could see me when I’m lying in bed
My eyes are blinded by your stars
My blood is blushing so red
(Oh my God)
I can see you in my head again
Arrows of roses shoot me dead again
Wish you could see me when I’m lying in bed
My eyes are blinded by your stars
My blood is blushing so red
(Oh my God)
I can see you in my head again
Arrows of roses shoot me dead again
(Let my car run out) Let my car run out
(I won't scream or shout) I won't scream or shout
(Let's die together, no one lives forever)
'Cause I feel like I’m in heaven, dancing with an angel
(Let my car run out, I won't scream or shout)
Cars burn out, lost my breath now
(Let's die together, no one lives forever)
'Cause I feel like I am falling through the clouds
Hope we’re on the same wavelength
Hope you don’t think that I’m crazy
Beaches and oceans for my baby
Hurry up, and come and save me
I can’t quite hear what you’re saying
Because my body started shaking
Beaches and oceans, earth is quaking
That’s my heart that you were breaking
(No one lives forever-ever-ever-ever-ever-ever)
(No one lives forever-ever-ever-ever-ever-ever)
(No one lives forever-ever-ever-ever-ever-ever)
(No one lives forever-ever-ever-ever-ever-ever)
(No one lives forever-ever-ever-ever-ever-ever)"
1,7429,"You are about to embark on a great journey
That's the new age of life
Finishing eight or nine, tell me what’s the perfect time
Told you I’d be waiting, hiding from the rainfall
Come into my bedroom
Come into my bedroom
Come into my bedroom
Come into my bedroom
Come into my bedroom
Come into my bedroom
Oh
Tell me what’s the joy of giving if you’re never pleased
On my last strength against all that you believed
Come into my bedroom
Come into my bedroom
Come into my bedroom
Come into my bedroom
Come into my bedroom
Come into my bedroom
Please, as our faces know
You might also like
Die For You (Remix)
The Weeknd & Ariana Grande
​this call is coming from inside the house
Bea Miller
Make It Easy
Ben Earle
Young as I want to know, I will never let you go
Trading a baseball lover as I face the snow
Come into my bedroom
Come into my bedroom
Come into my bedroom
Come into my bedroom
Come into my bedroom
Come into my bedroom
[Bridge (Through Hook)] (x16)
Uh-oh…
Come into my bedroom
Come into my bedroom
Come into my bedroom
Come into my bedroom
Come into my bedroom
Come into my bedroom
Come into my bedroom
Come into my bedroom
Come into my bedroom
Come into my bedroom
Come into my bedroom
Come into my bedroom
Come into my bedroom
Come into my bedroom
Finishing eight or nine, tell me what’s the perfect time
(Finishing eight or nine, tell me what’s the perfect time)
Told you I’d be waiting, hiding from the rainfall
(Told you I’d be waiting, hiding from the rainfall)
Tell me what’s the joy of giving if you’re never pleased
(Tell me what’s the joy of giving if you’re never pleased)
On my last strength against all that you believed
(On my last strength against all that you believed)
I said I’m on my last strength against all that you believed
(I said I’m on my last strength against all that you believed)
You know I’m on my last strength against all that you believe"
